HistoricalCode,BfsCode,ValidFrom,ValidTo,Level,Parent,Name,ShortName,Inscription,Radiation,Rec_Type_fr,Rec_Type_de
10911,4120,12.09.1848,,3,10023,Veltheim (AG),Veltheim (AG),,,,
11681,4091,12.09.1848,,3,10023,Auenstein,Auenstein,,,,
11837,4093,12.09.1848,,3,10023,Birrhard,Birrhard,,,,
11901,4092,12.09.1848,,3,10023,Birr,Birr,,,,
12000,4099,12.09.1848,,3,10023,Habsburg,Habsburg,,,,
12321,4106,12.09.1848,,3,10023,Mönthal,Mönthal,,,,
12354,4107,12.09.1848,,3,10023,Mülligen,Mülligen,,,,
12753,4105,12.09.1848,,3,10023,Mandach,Mandach,,,,
12838,4112,01.01.1898,,3,10023,Rüfenach,Rüfenach,3730,,,
12890,4111,12.09.1848,,3,10023,Riniken,Riniken,,,,
13161,4110,12.09.1848,,3,10023,Remigen,Remigen,,,,
14375,4100,01.01.2003,,3,10023,Hausen (AG),Hausen (AG),2175,,,
14535,4121,01.01.2006,,3,10023,Villigen,Villigen,2334,,,
15615,4124,01.01.2013,,3,10023,Bözberg,Bözberg,3394,,,
15645,4125,01.01.2014,,3,10023,Schinznach,Schinznach,3423,,,
16087,4104,01.01.2018,,3,10023,Lupfig,Lupfig,3589,,,
16673,4095,01.01.2026,,3,10023,Brugg,Brugg,4003,,,
10024,1903,12.09.1848,,2,19,Bezirk Bremgarten,Bremgarten,100,,,
10278,4081,12.09.1848,,3,10024,Widen,Widen,,,,
10322,4083,12.09.1848,,3,10024,Zufikon,Zufikon,,,,
10354,4082,01.01.1914,,3,10024,Wohlen (AG),Wohlen (AG),3777,,,
10550,4077,12.09.1848,,3,10024,Tägerig,Tägerig,,,,
10853,4078,12.09.1848,,3,10024,Uezwil,Uezwil,,,,
10867,4079,12.09.1848,,3,10024,Unterlunkhofen,Unterlunkhofen,,,,
11488,4064,12.09.1848,,3,10024,Büttikon,Büttikon,,,,
11857,4062,12.09.1848,,3,10024,Berikon,Berikon,,,,
12004,4068,12.09.1848,,3,10024,Hägglingen,Hägglingen,,,,
12006,4067,12.09.1848,,3,10024,Fischbach-Göslikon,Fischbach-Göslikon,,,,
12157,4066,12.09.1848,,3,10024,Eggenwil,Eggenwil,,,,
12217,4065,12.09.1848,,3,10024,Dottikon,Dottikon,,,,
12452,4073,12.09.1848,,3,10024,Oberlunkhofen,Oberlunkhofen,,,,
12569,4072,01.01.1901,,3,10024,Niederwil (AG),Niederwil (AG),3743,,,
12644,4071,12.09.1848,,3,10024,Jonen,Jonen,,,,
12830,4075,01.01.1953,,3,10024,Rudolfstetten-Friedlisberg,Rudolfstetten-Friedlisb.,3884,,,
13010,4076,12.09.1848,,3,10024,Sarmenstorf,Sarmenstorf,,,,
13668,4061,01.01.1983,,3,10024,Arni (AG),Arni (AG),1481,,,
13669,4084,01.01.1983,,3,10024,Islisberg,Islisberg,1481,,,
13681,4074,01.01.1984,,3,10024,Oberwil-Lieli,Oberwil-Lieli,1491,,,
15386,4080,01.01.2010,,3,10024,Villmergen,Villmergen,3168,,,
15644,4063,01.01.2014,,3,10024,Bremgarten (AG),Bremgarten (AG),3422,,,
10025,1902,12.09.1848,,2,19,Bezirk Baden,Baden,100,,,
10275,4045,12.09.1848,,3,10025,Wettingen,Wettingen,,,,
10303,4048,01.01.1900,,3,10025,Würenlos,Würenlos,3738,,,
10344,4047,12.09.1848,,3,10025,Würenlingen,Würenlingen,,,,
10356,4046,01.01.1906,,3,10025,Wohlenschwil,Wohlenschwil,3756,,,
10366,4040,12.09.1848,,3,10025,Spreitenbach,Spreitenbach,,,,
10595,4041,12.09.1848,,3,10025,Stetten (AG),Stetten (AG),,,,
10871,4044,12.09.1848,,3,10025,Untersiggenthal,Untersiggenthal,,,,
11856,4023,12.09.1848,,3,10025,Bergdietikon,Bergdietikon,,,,
11881,4022,12.09.1848,,3,10025,Bellikon,Bellikon,,,,
11899,4024,12.09.1848,,3,10025,Birmenstorf (AG),Birmenstorf (AG),,,,
11946,4028,12.09.1848,,3,10025,Freienwil,Freienwil,,,,
11998,4027,12.09.1848,,3,10025,Fislisbach,Fislisbach,,,,
12110,4029,01.01.1883,,3,10025,Gebenstorf,Gebenstorf,3713,,,
12277,4026,12.09.1848,,3,10025,Ennetbaden,Ennetbaden,,,,
12384,4033,12.09.1848,,3,10025,Mellingen,Mellingen,,,,
12453,4037,01.01.1854,,3,10025,Oberrohrdorf,Oberrohrdorf,3649,,,
12456,4038,12.09.1848,,3,10025,Obersiggenthal,Obersiggenthal,,,,
12514,4034,12.09.1848,,3,10025,Neuenhof,Neuenhof,,,,
12565,4035,01.01.1854,,3,10025,Niederrohrdorf,Niederrohrdorf,3649,,,
12652,4031,12.09.1848,,3,10025,Künten,Künten,,,,
12693,4030,12.09.1848,,3,10025,Killwangen,Killwangen,,,,
12712,4032,12.09.1848,,3,10025,Mägenwil,Mägenwil,,,,
13164,4039,01.01.1854,,3,10025,Remetschwil,Remetschwil,3649,,,
14534,4049,01.01.2006,,3,10025,Ehrendingen,Ehrendingen,2333,,,
16655,4021,01.01.2024,,3,10025,Baden,Baden,3987,,,
10026,1901,12.09.1848,,2,19,Bezirk Aarau,Aarau,100,,,
10585,4012,12.09.1848,,3,10026,Suhr,Suhr,,,,
10888,4013,12.09.1848,,3,10026,Unterentfelden,Unterentfelden,,,,
11454,4003,12.09.1848,,3,10026,Buchs (AG),Buchs (AG),,,,
11556,4004,12.09.1848,,3,10026,Densbüren,Densbüren,,,,
11916,4002,12.09.1848,,3,10026,Biberstein,Biberstein,,,,
12115,4006,12.09.1848,,3,10026,Gränichen,Gränichen,,,,
12158,4007,12.09.1848,,3,10026,Hirschthal,Hirschthal,,,,
12380,4009,12.09.1848,,3,10026,Muhen,Muhen,,,,
12465,4010,12.09.1848,,3,10026,Oberentfelden,Oberentfelden,,,,
12594,4008,12.09.1848,,3,10026,Küttigen,Küttigen,,,,
14533,4005,01.01.2006,,3,10026,Erlinsbach (AG),Erlinsbach (AG),2332,,,
15385,4001,01.01.2010,,3,10026,Aarau,Aarau,3167,,,
20,20,12.09.1848,,1,,Thurgau,TG,,,,
10293,2011,01.01.2011,,2,20,Bezirk Arbon,Arbon,153,,,
15397,4451,01.01.2011,,3,10293,Uttwil,Uttwil,3196,,,
15402,4411,01.01.2011,,3,10293,Egnach,Egnach,3188,,,
15403,4406,01.01.2011,,3,10293,Dozwil,Dozwil,3187,,,
15404,4421,01.01.2011,,3,10293,Horn,Horn,3190,,,
15406,4416,01.01.2011,,3,10293,Hefenhofen,Hefenhofen,3189,,,
15409,4426,01.01.2011,,3,10293,Kesswil,Kesswil,3191,,,
15411,4436,01.01.2011,,3,10293,Romanshorn,Romanshorn,3193,,,
15412,4431,01.01.2011,,3,10293,Roggwil (TG),Roggwil (TG),3192,,,
15413,4441,01.01.2011,,3,10293,Salmsach,Salmsach,3194,,,
15417,4446,01.01.2011,,3,10293,Sommeri,Sommeri,3195,,,
15451,4461,01.01.2011,,3,10293,Amriswil,Amriswil,3197,,,
15456,4401,01.01.2011,,3,10293,Arbon,Arbon,3186,,,
10294,2012,01.01.2011,,2,20,Bezirk Frauenfeld,Frauenfeld,153,,,
15395,4864,01.01.2011,,3,10294,Steckborn,Steckborn,3219,,,
15396,4606,01.01.2011,,3,10294,Stettfurt,Stettfurt,3207,,,
15399,4801,01.01.2011,,3,10294,Berlingen,Berlingen,3211,,,
15405,4806,01.01.2011,,3,10294,Eschenz,Eschenz,3212,,,
15410,4591,01.01.2011,,3,10294,Matzingen,Matzingen,3205,,,
15416,4831,01.01.2011,,3,10294,Müllheim,Müllheim,3217,,,
15423,4561,01.01.2011,,3,10294,Felben-Wellhausen,Felben-Wellhausen,3201,,,
15424,4826,01.01.2011,,3,10294,Mammern,Mammern,3216,,,
15429,4611,01.01.2011,,3,10294,Thundorf,Thundorf,3208,,,
15430,4621,01.01.2011,,3,10294,Warth-Weiningen,Warth-Weiningen,3210,,,
15431,4616,01.01.2011,,3,10294,Uesslingen-Buch,Uesslingen-Buch,3209,,,
15440,4871,01.01.2011,,3,10294,Wagenhausen,Wagenhausen,3220,,,
15447,4601,01.01.2011,,3,10294,Neunforn,Neunforn,3206,,,
15455,4821,01.01.2011,,3,10294,Hüttwilen,Hüttwilen,3215,,,
15457,4571,01.01.2011,,3,10294,Gachnang,Gachnang,3203,,,
15458,4566,01.01.2011,,3,10294,Frauenfeld,Frauenfeld,3202,,,
15464,4811,01.01.2011,,3,10294,Herdern,Herdern,3213,,,
15465,4841,01.01.2011,,3,10294,Pfyn,Pfyn,3218,,,
15467,4546,01.01.2011,,3,10294,Schlatt (TG),Schlatt (TG),3200,,,
15468,4536,01.01.2011,,3,10294,Basadingen-Schlattingen,Basadingen-Schlattingen,3198,,,
15469,4590,01.01.2011,,3,10294,Hüttlingen,Hüttlingen,3204,,,
15472,4816,01.01.2011,,3,10294,Homburg,Homburg,3214,,,
15473,4545,01.01.2011,,3,10294,Diessenhofen,Diessenhofen,3199,,,
10295,2013,01.01.2011,,2,20,Bezirk Kreuzlingen,Kreuzlingen,153,,,
15394,4696,01.01.2011,,3,10295,Tägerwilen,Tägerwilen,3231,,,
15398,4641,01.01.2011,,3,10295,Altnau,Altnau,3221,,,
15400,4656,01.01.2011,,3,10295,Güttingen,Güttingen,3225,,,
15401,4651,01.01.2011,,3,10295,Gottlieben,Gottlieben,3224,,,
15408,4671,01.01.2011,,3,10295,Kreuzlingen,Kreuzlingen,3227,,,
15414,4846,01.01.2011,,3,10295,Raperswilen,Raperswilen,3233,,,
15421,4646,01.01.2011,,3,10295,Ermatingen,Ermatingen,3223,,,
15422,4851,01.01.2011,,3,10295,Salenstein,Salenstein,3234,,,
15425,4643,01.01.2011,,3,10295,Bottighofen,Bottighofen,3222,,,
15426,4691,01.01.2011,,3,10295,Münsterlingen,Münsterlingen,3230,,,
15432,4701,01.01.2011,,3,10295,Wäldi,Wäldi,3232,,,
15445,4666,01.01.2011,,3,10295,Kemmental,Kemmental,3226,,,
15459,4681,01.01.2011,,3,10295,Langrickenbach,Langrickenbach,3228,,,
15460,4683,01.01.2011,,3,10295,Lengwil,Lengwil,3229,,,
10296,2014,01.01.2011,,2,20,Bezirk Münchwilen,Münchwilen,153,,,
15407,4746,01.01.2011,,3,10296,Münchwilen (TG),Münchwilen (TG),3242,,,
15419,4726,01.01.2011,,3,10296,Fischingen,Fischingen,3240,,,
15434,4716,01.01.2011,,3,10296,Bettwiesen,Bettwiesen,3236,,,
15435,4741,01.01.2011,,3,10296,Lommis,Lommis,3241,,,
15441,4781,01.01.2011,,3,10296,Wängi,Wängi,3246,,,
15442,4551,01.01.2011,,3,10296,Aadorf,Aadorf,3235,,,
15443,4721,01.01.2011,,3,10296,Bichelsee-Balterswil,Bichelsee-Balterswil,3237,,,
15453,4761,01.01.2011,,3,10296,Sirnach,Sirnach,3244,,,
15454,4724,01.01.2011,,3,10296,Eschlikon,Eschlikon,3239,,,
15462,4786,01.01.2011,,3,10296,Wilen (TG),Wilen (TG),3247,,,
15463,4751,01.01.2011,,3,10296,Rickenbach (TG),Rickenbach (TG),3243,,,
15470,4723,01.01.2011,,3,10296,Braunau,Braunau,3238,,,
15471,4776,01.01.2011,,3,10296,Tobel-Tägerschen,Tobel-Tägerschen,3245,,,
10297,2015,01.01.2011,,2,20,Bezirk Weinfelden,Weinfelden,153,,,
15415,4756,01.01.2011,,3,10297,Schönholzerswilen,Schönholzerswilen,3256,,,
15418,4791,01.01.2011,,3,10297,Wuppenau,Wuppenau,3257,,,
15420,4941,01.01.2011,,3,10297,Märstetten,Märstetten,3263,,,
15427,4476,01.01.2011,,3,10297,Erlen,Erlen,3249,,,
15428,4911,01.01.2011,,3,10297,Bürglen (TG),Bürglen (TG),3261,,,
15433,4711,01.01.2011,,3,10297,Affeltrangen,Affeltrangen,3255,,,
15436,4881,01.01.2011,,3,10297,Amlikon-Bissegg,Amlikon-Bissegg,3258,,,
15437,4946,01.01.2011,,3,10297,Weinfelden,Weinfelden,3264,,,
15438,4901,01.01.2011,,3,10297,Birwinken,Birwinken,3260,,,
15439,4951,01.01.2011,,3,10297,Wigoltingen,Wigoltingen,3265,,,
15444,4921,01.01.2011,,3,10297,Bussnang,Bussnang,3262,,,
15446,4486,01.01.2011,,3,10297,Hauptwil-Gottshaus,Hauptwil-Gottshaus,3250,,,
15448,4501,01.01.2011,,3,10297,Kradolf-Schönenberg,Kradolf-Schönenberg,3252,,,
15449,4471,01.01.2011,,3,10297,Bischofszell,Bischofszell,3248,,,
15450,4506,01.01.2011,,3,10297,Sulgen,Sulgen,3253,,,
15452,4511,01.01.2011,,3,10297,Zihlschlacht-Sitterdorf,Zihlschlacht-Sitterdorf,3254,,,
15461,4891,01.01.2011,,3,10297,Berg (TG),Berg (TG),3259,,,
15466,4495,01.01.2011,,3,10297,Hohentannen,Hohentannen,3251,,,
21,21,12.09.1848,,1,,Ticino,TI,,,,
10002,2106,12.09.1848,,2,21,Distretto di Mendrisio,Mendrisio,100,,,
10381,5266,12.09.1848,,3,10002,Stabio,Stabio,,,,
10930,5268,12.09.1848,,3,10002,Vacallo,Vacallo,,,,
11594,5251,12.09.1848,,3,10002,Coldrerio,Coldrerio,,,,
11707,5242,12.09.1848,,3,10002,Balerna,Balerna,,,,
12329,5257,12.09.1848,,3,10002,Morbio Inferiore,Morbio Inferiore,,,,
12544,5260,12.09.1848,,3,10002,Novazzano,Novazzano,,,,
12904,5263,12.09.1848,,3,10002,Riva San Vitale,Riva San Vitale,,,,
13251,5250,04.04.1976,,3,10002,Chiasso,Chiasso,1066,,,
14499,5249,04.04.2004,,3,10002,Castel San Pietro,Castel San Pietro,2299,,,
14974,5269,25.10.2009,,3,10002,Breggia,Breggia,2772,,,
15630,5254,14.04.2013,,3,10002,Mendrisio,Mendrisio,3409,,,
10003,2105,12.09.1848,,2,21,Distretto di Lugano,Lugano,100,,,
10415,5225,12.09.1848,,3,10003,Sorengo,Sorengo,,,,
10755,5233,12.09.1848,,3,10003,Vico Morcote,Vico Morcote,,,,
10880,5227,12.09.1848,,3,10003,Torricella-Taverne,Torricella-Taverne,,,,
10916,5230,12.09.1848,,3,10003,Vernate,Vernate,,,,
10943,5231,12.09.1848,,3,10003,Vezia,Vezia,,,,
11404,5167,12.09.1848,,3,10003,Canobbio,Canobbio,,,,
11413,5171,12.09.1848,,3,10003,Caslano,Caslano,,,,
11475,5160,12.09.1848,,3,10003,Brusino Arsizio,Brusino Arsizio,,,,
11484,5162,12.09.1848,,3,10003,Cadempino,Cadempino,,,,
11492,5161,12.09.1848,,3,10003,Cademario,Cademario,,,,
11570,5180,12.09.1848,,3,10003,Cureglia,Cureglia,,,,
11616,5176,12.09.1848,,3,10003,Comano,Comano,,,,
11703,5144,12.09.1848,,3,10003,Arogno,Arogno,,,,
11722,5141,12.09.1848,,3,10003,Agno,Agno,,,,
11757,5143,12.09.1848,,3,10003,Aranno,Aranno,,,,
11806,5154,12.09.1848,,3,10003,Bissone,Bissone,,,,
11902,5148,12.09.1848,,3,10003,Bedano,Bedano,,,,
12042,5186,12.09.1848,,3,10003,Grancia,Grancia,,,,
12118,5187,12.09.1848,,3,10003,Gravesano,Gravesano,,,,
12331,5203,12.09.1848,,3,10003,Morcote,Morcote,,,,
12388,5198,12.09.1848,,3,10003,Melide,Melide,,,,
12442,5199,12.09.1848,,3,10003,Mezzovico-Vira,Mezzovico-Vira,,,,
12488,5208,12.09.1848,,3,10003,Origlio,Origlio,,,,
12531,5205,12.09.1848,,3,10003,Muzzano,Muzzano,,,,
12539,5206,12.09.1848,,3,10003,Neggio,Neggio,,,,
12623,5189,12.09.1848,,3,10003,Lamone,Lamone,,,,
12714,5193,12.09.1848,,3,10003,Magliaso,Magliaso,,,,
12749,5196,12.09.1848,,3,10003,Massagno,Massagno,,,,
12765,5194,12.09.1848,,3,10003,Manno,Manno,,,,
13059,5221,12.09.1848,,3,10003,Savosa,Savosa,,,,
13073,5214,12.09.1848,,3,10003,Porza,Porza,,,,
13093,5216,12.09.1848,,3,10003,Pura,Pura,,,,
13116,5210,01.01.1929,,3,10003,Paradiso,Paradiso,3800,,,
13138,5212,12.09.1848,,3,10003,Ponte Capriasca,Ponte Capriasca,,,,
14519,5237,13.03.2005,,3,10003,Alto Malcantone,Alto Malcantone,2319,,,
14938,5226,20.04.2008,,3,10003,Capriasca,Capriasca,2737,,,
14939,5151,20.04.2008,,3,10003,Bioggio,Bioggio,2739,,,
15392,5238,21.11.2010,,3,10003,Monteceneri,Monteceneri,3174,,,
15512,5236,01.04.2012,,3,10003,Collina d'Oro,Collina d'Oro,3292,,,
15628,5192,14.04.2013,,3,10003,Lugano,Lugano,3407,,,
16611,5239,18.04.2021,,3,10003,Tresa,Tresa,3954,,,
16619,5240,10.04.2022,,3,10003,Val Mara,Val Mara,3962,,,
16666,5395,06.04.2025,,3,10003,Lema,Lema,3997,,,
10004,2104,12.09.1848,,2,21,Distretto di Locarno,Locarno,100,,,
10558,5131,01.01.1914,,3,10004,Tenero-Contra,Tenero-Contra,3776,,,
11673,5091,12.09.1848,,3,10004,Ascona,Ascona,,,,
11832,5096,12.09.1848,,3,10004,Brione sopra Minusio,Brione sopra Minusio,,,,
11833,5097,12.09.1848,,3,10004,Brissago,Brissago,,,,
12051,5108,12.09.1848,,3,10004,Gordola,Gordola,,,,
12393,5117,12.09.1848,,3,10004,Mergoscia,Mergoscia,,,,
12436,5118,12.09.1848,,3,10004,Minusio,Minusio,,,,
12463,5120,01.01.1881,,3,10004,Muralto,Muralto,3708,,,
12807,5115,12.09.1848,,3,10004,Losone,Losone,,,,
12828,5113,01.01.1928,,3,10004,Locarno,Locarno,3799,,,
12922,5125,12.09.1848,,3,10004,Ronco sopra Ascona,Ronco sopra Ascona,,,,
13135,5121,01.01.1881,,3,10004,Orselina,Orselina,3708,,,
14973,5397,25.10.2009,,3,10004,Centovalli,Centovalli,2771,,,
15391,5398,25.04.2010,,3,10004,Gambarogno,Gambarogno,3173,,,
15627,5396,14.04.2013,,3,10004,Terre di Pedemonte,Terre di Pedemonte,3406,,,
15686,5136,10.04.2016,,3,10004,Onsernone,Onsernone,3454,,,
16587,5138,18.10.2020,,3,10004,Cugnasco-Gerra,Cugnasco-Gerra,3932,,,
16588,5112,18.10.2020,,3,10004,Lavertezzo,Lavertezzo,3932,,,
16589,5399,18.10.2020,,3,10004,Verzasca,Verzasca,3932,,,
10005,2103,12.09.1848,,2,21,Distretto di Leventina,Leventina,100,,,
11579,5071,12.09.1848,,3,10005,Dalpe,Dalpe,,,,
11719,5061,12.09.1848,,3,10005,Airolo,Airolo,,,,
11872,5063,12.09.1848,,3,10005,Bedretto,Bedretto,,,,
13084,5077,12.09.1848,,3,10005,Pollegio,Pollegio,,,,
13153,5076,12.09.1848,,3,10005,Personico,Personico,,,,
15685,5072,10.04.2016,,3,10005,Faido,Faido,3453,,,
16664,5073,06.04.2025,,3,10005,Giornico,Giornico,3995,,,
16665,5079,06.04.2025,,3,10005,Quinto,Quinto,3996,,,
10006,2102,12.09.1848,,2,21,Distretto di Blenio,Blenio,100,,,
14492,5048,04.04.2004,,3,10006,Acquarossa,Acquarossa,2292,,,
14918,5049,22.10.2006,,3,10006,Blenio,Blenio,2717,,,
15509,5050,01.04.2012,,3,10006,Serravalle,Serravalle,3290,,,
10007,2101,12.09.1848,,2,21,Distretto di Bellinzona,Bellinzona,100,,,
11768,5001,12.09.1848,,3,10007,Arbedo-Castione,Arbedo-Castione,,,,
12665,5009,12.09.1848,,3,10007,Isone,Isone,,,,
12725,5010,12.09.1848,,3,10007,Lumino,Lumino,,,,
13012,5017,12.09.1848,,3,10007,Sant'Antonino,Sant'Antonino,,,,
14518,5003,13.03.2005,,3,10007,Cadenazzo,Cadenazzo,2317,,,
16078,5002,02.04.2017,,3,10007,Bellinzona,Bellinzona,3580,,,
10040,2107,12.09.1848,,2,21,Distretto di Riviera,Riviera,100,,,
11904,5281,12.09.1848,,3,10040,Biasca,Biasca,,,,
16079,5287,02.04.2017,,3,10040,Riviera,Riviera,3581,,,
10042,2108,12.09.1848,,2,21,Distretto di Vallemaggia,Vallemaggia,100,,,
11388,5309,12.09.1848,,3,10042,Cerentino,Cerentino,,,,
11402,5307,12.09.1848,,3,10042,Campo (Vallemaggia),Campo (Vallemaggia),,,,
11798,5304,01.01.1934,,3,10042,Bosco/Gurin,Bosco/Gurin,3811,,,
12814,5315,01.01.1858,,3,10042,Linescio,Linescio,3653,,,
14495,5317,04.04.2004,,3,10042,Maggia,Maggia,2295,,,
14497,5323,04.04.2004,,3,10042,Lavizzara,Lavizzara,2297,,,
14919,5310,22.10.2006,,3,10042,Cevio,Cevio,2718,,,
14940,5324,20.04.2008,,3,10042,Avegno Gordevio,Avegno Gordevio,2740,,,
22,22,12.09.1848,,1,,Vaud,VD,,,,
10273,2221,01.09.2006,,2,22,District d'Aigle,Aigle,151,,,
14540,5401,01.09.2006,,3,10273,Aigle,Aigle,2339,,,
14541,5402,01.09.2006,,3,10273,Bex,Bex,2340,,,
14603,5413,01.09.2006,,3,10273,Roche (VD),Roche (VD),2351,,,
14616,5412,01.09.2006,,3,10273,Rennaz,Rennaz,2350,,,
14620,5408,01.09.2006,,3,10273,Noville,Noville,2346,,,
14625,5407,01.09.2006,,3,10273,Leysin,Leysin,2345,,,
14645,5406,01.09.2006,,3,10273,Lavey-Morcles,Lavey-Morcles,2344,,,
14663,5409,01.09.2006,,3,10273,Ollon,Ollon,2347,,,
14669,5411,01.09.2006,,3,10273,Ormont-Dessus,Ormont-Dessus,2349,,,
14670,5410,01.09.2006,,3,10273,Ormont-Dessous,Ormont-Dessous,2348,,,
14747,5405,01.09.2006,,3,10273,Gryon,Gryon,2343,,,
14793,5404,01.09.2006,,3,10273,Corbeyrier,Corbeyrier,2342,,,
14808,5403,01.09.2006,,3,10273,Chessel,Chessel,2341,,,
14911,5415,01.09.2006,,3,10273,Yvorne,Yvorne,2353,,,
14914,5414,01.09.2006,,3,10273,Villeneuve (VD),Villeneuve (VD),2352,,,
10274,2222,01.09.2006,,2,22,District de la Broye-Vully,Broye-Vully,151,,,
14542,5830,01.09.2006,,3,10274,Villarzel,Villarzel,2649,,,
14546,5456,01.09.2006,,3,10274,Cudrefin,Cudrefin,2375,,,
14560,5822,01.09.2006,,3,10274,Payerne,Payerne,2643,,,
14571,5683,01.09.2006,,3,10274,Prévonloup,Prévonloup,2543,,,
14607,5798,01.09.2006,,3,10274,Ropraz,Ropraz,2626,,,
14611,5684,01.09.2006,,3,10274,Rossenges,Rossenges,2544,,,
14623,5674,01.09.2006,,3,10274,Lovatens,Lovatens,2534,,,
14682,5821,01.09.2006,,3,10274,Missy,Missy,2642,,,
14685,5678,01.09.2006,,3,10274,Moudon,Moudon,2538,,,
14698,5673,01.09.2006,,3,10274,Hermenches,Hermenches,2533,,,
14707,5819,01.09.2006,,3,10274,Henniez,Henniez,2640,,,
14715,5671,01.09.2006,,3,10274,Dompierre (VD),Dompierre (VD),2531,,,
14729,5817,01.09.2006,,3,10274,Grandcour,Grandcour,2638,,,
14749,5458,01.09.2006,,3,10274,Faoug,Faoug,2376,,,
14792,5785,01.09.2006,,3,10274,Corcelles-le-Jorat,Corcelles-le-Jorat,2614,,,
14805,5816,01.09.2006,,3,10274,Corcelles-près-Payerne,Corcelles-près-Payerne,2637,,,
14807,5813,01.09.2006,,3,10274,Chevroux,Chevroux,2634,,,
14821,5669,01.09.2006,,3,10274,Curtilles,Curtilles,2529,,,
14841,5663,01.09.2006,,3,10274,Bussy-sur-Moudon,Bussy-sur-Moudon,2523,,,
14852,5812,01.09.2006,,3,10274,Champtauroz,Champtauroz,2633,,,
14856,5665,01.09.2006,,3,10274,Chavannes-sur-Moudon,Chavannes-sur-Moudon,2525,,,
14877,5827,01.09.2006,,3,10274,Trey,Trey,2646,,,
14881,5828,01.09.2006,,3,10274,Treytorrens (Payerne),Treytorrens (Payerne),2647,,,
14888,5690,01.09.2006,,3,10274,Villars-le-Comte,Villars-le-Comte,2550,,,
14898,5688,01.09.2006,,3,10274,Syens,Syens,2548,,,
14902,5803,01.09.2006,,3,10274,Vulliens,Vulliens,2631,,,
14909,5692,01.09.2006,,3,10274,Vucherens,Vucherens,2552,,,
15487,5451,01.07.2011,,3,10274,Avenches,Avenches,3268,,,
15488,5464,01.07.2011,,3,10274,Vully-les-Lacs,Vully-les-Lacs,3269,,,
15496,5831,01.07.2011,,3,10274,Valbroye,Valbroye,3277,,,
16073,5675,01.01.2017,,3,10274,Lucens,Lucens,3575,,,
10275,2223,01.09.2006,,2,22,District du Gros-de-Vaud,Gros-de-Vaud,151,,,
14547,5487,01.09.2006,,3,10275,Lussery-Villars,Lussery-Villars,2398,,,
14552,5512,01.09.2006,,3,10275,Bercher,Bercher,2415,,,
14555,5495,01.09.2006,,3,10275,Penthalaz,Penthalaz,2406,,,
14556,5496,01.09.2006,,3,10275,Penthaz,Penthaz,2407,,,
14557,5531,01.09.2006,,3,10275,Penthéréaz,Penthéréaz,2434,,,
14562,5529,01.09.2006,,3,10275,Oulens-sous-Echallens,Oulens-sous-Echallens,2432,,,
14565,5530,01.09.2006,,3,10275,Pailly,Pailly,2433,,,
14577,5533,01.09.2006,,3,10275,Poliez-Pittet,Poliez-Pittet,2436,,,
14612,5535,01.09.2006,,3,10275,Saint-Barthélemy (VD),Saint-Barthélemy (VD),2438,,,
14619,5534,01.09.2006,,3,10275,Rueyres,Rueyres,2437,,,
14665,5680,01.09.2006,,3,10275,Ogens,Ogens,2540,,,
14666,5923,01.09.2006,,3,10275,Oppens,Oppens,2700,,,
14676,5489,01.09.2006,,3,10275,Mex (VD),Mex (VD),2400,,,
14687,5527,01.09.2006,,3,10275,Morrens (VD),Morrens (VD),2430,,,
14702,5521,01.09.2006,,3,10275,Etagnières,Etagnières,2424,,,
14708,5520,01.09.2006,,3,10275,Essertines-sur-Yverdon,Essertines-sur-Yverdon,2423,,,
14717,5518,01.09.2006,,3,10275,Echallens,Echallens,2421,,,
14744,5522,01.09.2006,,3,10275,Fey,Fey,2425,,,
14748,5523,01.09.2006,,3,10275,Froideville,Froideville,2426,,,
14755,5471,01.09.2006,,3,10275,Bettens,Bettens,2382,,,
14765,5473,01.09.2006,,3,10275,Boussens,Boussens,2384,,,
14766,5472,01.09.2006,,3,10275,Bournens,Bournens,2383,,,
14767,5661,01.09.2006,,3,10275,Boulens,Boulens,2521,,,
14771,5514,01.09.2006,,3,10275,Bottens,Bottens,2417,,,
14772,5515,01.09.2006,,3,10275,Bretigny-sur-Morrens,Bretigny-sur-Morrens,2418,,,
14819,5480,01.09.2006,,3,10275,Daillens,Daillens,2391,,,
14825,5516,01.09.2006,,3,10275,Cugy (VD),Cugy (VD),2419,,,
14887,5537,01.09.2006,,3,10275,Villars-le-Terroir,Villars-le-Terroir,2440,,,
14900,5501,01.09.2006,,3,10275,Sullens,Sullens,2412,,,
14908,5503,01.09.2006,,3,10275,Vufflens-la-Ville,Vufflens-la-Ville,2413,,,
14910,5539,01.09.2006,,3,10275,Vuarrens,Vuarrens,2442,,,
15489,5540,01.07.2011,,3,10275,Montilliez,Montilliez,3270,,,
15490,5541,01.07.2011,,3,10275,Goumoëns,Goumoëns,3271,,,
15491,5804,01.07.2011,,3,10275,Jorat-Menthue,Jorat-Menthue,3272,,,
15616,5693,01.01.2013,,3,10275,Montanaire,Montanaire,3395,,,
16613,5511,01.07.2021,,3,10275,Assens,Assens,3956,,,
10276,2224,01.09.2006,,2,22,District du Jura-Nord vaudois,Jura-Nord vaudois,151,,,
14544,5928,01.09.2006,,3,10276,Rovray,Rovray,2705,,,
14549,5761,01.09.2006,,3,10276,Romainmôtier-Envy,Romainmôtier-Envy,2604,,,
